3, 0, 0, 0, 1, 0, 0, 0, 113
1, 1, 0, 0, 1, 0, 0, 1, 85
3, 0, 0, 1, 1, 0, 0, 0, 84
3, 0, 0, 0, 1, 0, 3, 0, 41
0, 3, 0, 2, 2, 0, 1, 1, 35
3, 0, 0, 0, 3, 0, 3, 0, 21
2, 0, 2, 0, 3, 0, 0, 0, 18
0, 2, 0, 3, 3, 1, 0, 2, 15
0, 2, 0, 1, 3, 1, 0, 2, 14
3, 0, 0, 1, 1, 0, 0, 2, 13
0, 2, 0, 1, 1, 1, 0, 2, 13
2, 0, 2, 0, 3, 1, 0, 0, 12
2, 0, 2, 0, 0, 0, 0, 0, 11
1, 0, 0, 0, 1, 0, 0, 0, 7
3, 0, 0, 0, 1, 0, 2, 0, 5
0, 3, 0, 2, 1, 0, 1, 1, 4
3, 0, 0, 2, 1, 0, 0, 0, 4
1, 1, 0, 0, 1, 0, 2, 1, 2
1, 1, 0, 0, 0, 0, 0, 1, 2
3, 0, 0, 1, 3, 0, 0, 0, 2
2, 0, 0, 1, 1, 0, 0, 0, 2
3, 3, 0, 0, 1, 0, 0, 0, 1
3, 0, 0, 2, 2, 0, 0, 0, 1
3, 0, 0, 0, 1, 3, 0, 0, 1
3, 0, 0, 0, 1, 3, 3, 0, 1
3, 0, 0, 1, 2, 0, 0, 0, 1
3, 1, 0, 1, 1, 0, 0, 0, 1
3, 0, 0, 1, 1, 0, 1, 0, 1
3, 0, 0, 1, 1, 1, 0, 0, 1
2, 0, 2, 0, 0, 1, 0, 0, 1
